"teamName","scoreHome","scoreAway","completions","throwingAttempts","hucksCompleted","hucksAttempted","blocks","turnovers","oLineScores","oLinePoints","oLinePossessions","dLineScores","dLinePoints","dLinePossessions","redZoneScores","redZonePossessions","gameID","teamID"
"Cascades",31,27,31,54,NA,NA,9,23,21,29,34,10,33,21,NA,NA,"2016-07-09-VAN-SEA","cascades"
"Riptide",31,27,290,316,NA,NA,16,26,20,33,44,7,29,12,NA,NA,"2016-07-09-VAN-SEA","riptide"
"Spiders",27,20,167,202,NA,NA,17,35,15,29,47,5,22,11,NA,NA,"2016-07-09-SJ-SF","spiders"
"FlameThrowers",27,20,348,375,NA,NA,14,27,15,22,27,12,29,31,NA,NA,"2016-07-09-SJ-SF","flamethrowers"
"Aviators",30,24,300,315,NA,NA,10,15,18,26,31,12,32,17,NA,NA,"2016-07-09-SD-LA","aviators"
"Growlers",30,24,300,322,NA,NA,10,22,17,32,36,7,26,12,NA,NA,"2016-07-09-SD-LA","growlers"
"Flyers",27,22,97,128,NA,NA,13,31,19,29,39,3,24,15,NA,NA,"2016-07-09-RAL-DAL","flyers"
"Legion",27,22,251,276,NA,NA,21,25,20,24,36,7,29,18,NA,NA,"2016-07-09-RAL-DAL","legion"
"Phoenix",37,16,58,102,NA,NA,11,44,14,39,52,2,18,9,NA,NA,"2016-07-09-PHI-OTT","phoenix"
"Outlaws",37,16,262,284,NA,NA,19,22,14,18,24,23,39,37,NA,NA,"2016-07-09-PHI-OTT","outlaws"
"Wind Chill",29,21,261,287,NA,NA,14,26,16,31,39,5,23,12,NA,NA,"2016-07-09-MIN-PIT","windchill"
"Thunderbirds",29,21,297,316,NA,NA,15,19,18,23,30,11,31,21,NA,NA,"2016-07-09-MIN-PIT","thunderbirds"
"Nightwatch",30,26,254,264,NA,NA,11,10,23,28,31,7,32,11,NA,NA,"2016-07-09-JAX-NSH","nightwatch"
"Cannons",30,26,309,322,NA,NA,5,13,23,32,36,3,28,5,NA,NA,"2016-07-09-JAX-NSH","cannons"
"Union",16,19,364,393,NA,NA,9,29,10,21,33,6,18,13,NA,NA,"2016-07-08-MAD-CHI","union"
"Radicals",16,19,227,252,NA,NA,14,25,12,18,25,7,21,23,NA,NA,"2016-07-08-MAD-CHI","radicals"
"Empire",22,20,262,285,NA,NA,6,23,11,24,30,9,23,13,NA,NA,"2016-07-03-NY-TOR","empire"
"Rush",22,20,268,286,NA,NA,16,18,12,23,28,10,24,18,NA,NA,"2016-07-03-NY-TOR","rush"
"Riptide",28,26,284,299,NA,NA,6,15,19,30,32,7,28,10,NA,NA,"2016-07-02-VAN-LA","riptide"
"Aviators",28,26,307,318,NA,NA,7,11,18,28,30,10,30,13,NA,NA,"2016-07-02-VAN-LA","aviators"
"Royal",18,29,276,301,NA,NA,6,25,18,31,41,0,20,4,NA,NA,"2016-07-02-TOR-MTL","royal"
"Rush",18,29,237,252,NA,NA,15,15,17,20,22,12,31,23,NA,NA,"2016-07-02-TOR-MTL","rush"
"Spiders",32,21,243,269,NA,NA,11,26,19,34,40,2,23,10,NA,NA,"2016-07-02-SJ-SD","spiders"
"Growlers",32,21,349,364,NA,NA,18,15,20,23,31,12,34,19,NA,NA,"2016-07-02-SJ-SD","growlers"
"AlleyCats",26,31,185,209,NA,NA,7,24,18,33,39,8,28,13,NA,NA,"2016-07-02-PIT-IND","alleycats"
"Thunderbirds",26,31,307,327,NA,NA,14,20,19,28,33,12,33,20,NA,NA,"2016-07-02-PIT-IND","thunderbirds"
"Outlaws",24,19,184,218,NA,NA,17,34,14,21,31,10,26,29,NA,NA,"2016-07-02-NY-OTT","outlaws"
"Empire",24,19,203,245,NA,NA,17,42,15,26,45,4,21,18,NA,NA,"2016-07-02-NY-OTT","empire"
"Sol",22,26,250,286,NA,NA,23,36,17,28,43,5,24,18,NA,NA,"2016-07-02-DAL-AUS","sol"
"Legion",22,26,234,267,NA,NA,20,33,16,24,35,10,28,25,NA,NA,"2016-07-02-DAL-AUS","legion"
"Revolution",28,21,206,243,NA,NA,14,37,16,30,45,5,23,14,NA,NA,"2016-07-02-CIN-MIN","revolution"
"Wind Chill",28,21,308,336,NA,NA,20,28,18,23,32,10,30,27,NA,NA,"2016-07-02-CIN-MIN","windchill"
"Nightwatch",19,15,301,325,NA,NA,15,24,11,17,31,8,21,15,NA,NA,"2016-07-02-CHA-NSH","nightwatch"
"Express",19,15,208,237,NA,NA,9,29,11,21,27,4,17,20,NA,NA,"2016-07-02-CHA-NSH","express"
"Thunderbirds",31,13,182,208,NA,NA,26,26,12,15,26,19,33,33,NA,NA,"2016-07-01-DET-PIT","thunderbirds"
"Mechanix",31,13,298,341,NA,NA,16,43,11,34,46,2,16,14,NA,NA,"2016-07-01-DET-PIT","mechanix"
"Hustle",28,22,232,259,NA,NA,7,27,19,30,40,3,24,10,NA,NA,"2016-07-01-ATL-RAL","hustle"
"Flyers",28,22,277,295,NA,NA,17,18,17,23,29,11,31,20,NA,NA,"2016-07-01-ATL-RAL","flyers"
"FlameThrowers",29,25,285,306,NA,NA,13,21,20,27,37,9,31,16,NA,NA,"2016-06-26-SD-SF","flamethrowers"
"Growlers",29,25,256,282,NA,NA,11,26,20,31,37,5,27,15,NA,NA,"2016-06-26-SD-SF","growlers"
"Phoenix",22,30,283,317,NA,NA,12,34,18,32,44,4,24,14,NA,NA,"2016-06-26-OTT-PHI","phoenix"
"Outlaws",22,30,260,286,NA,NA,24,26,18,24,34,12,32,24,NA,NA,"2016-06-26-OTT-PHI","outlaws"
"Flyers",28,19,222,239,NA,NA,13,17,16,21,25,12,30,21,NA,NA,"2016-06-26-NSH-RAL","flyers"
"Nightwatch",28,19,290,316,NA,NA,11,26,16,30,40,3,21,9,NA,NA,"2016-06-26-NSH-RAL","nightwatch"
"Revolution",22,25,314,342,NA,NA,13,28,18,27,38,4,24,16,NA,NA,"2016-06-26-MAD-CIN","revolution"
"Radicals",22,25,194,218,NA,NA,15,24,19,24,34,6,27,16,NA,NA,"2016-06-26-MAD-CIN","radicals"
"Cascades",16,22,16,50,NA,NA,12,34,11,24,40,5,18,12,NA,NA,"2016-06-26-LA-SEA","cascades"
"Aviators",16,22,250,277,NA,NA,19,27,12,18,25,10,24,27,NA,NA,"2016-06-26-LA-SEA","aviators"
"Thunderbirds",25,29,297,323,NA,NA,5,26,21,31,44,4,27,8,NA,NA,"2016-06-26-IND-PIT","thunderbirds"
"AlleyCats",25,29,242,263,NA,NA,10,21,22,27,30,7,31,23,NA,NA,"2016-06-26-IND-PIT","alleycats"
"Spiders",24,21,232,257,NA,NA,14,25,16,23,28,8,26,25,NA,NA,"2016-06-25-SD-SJ","spiders"
"Growlers",24,21,231,260,NA,NA,12,29,15,26,40,6,23,11,NA,NA,"2016-06-25-SD-SJ","growlers"
"Phoenix",27,16,304,338,NA,NA,12,34,13,29,44,3,18,8,NA,NA,"2016-06-25-PHI-DC","phoenix"
"Breeze",27,16,229,252,NA,NA,11,23,14,18,23,13,29,29,NA,NA,"2016-06-25-PHI-DC","breeze"
"Empire",23,21,244,267,NA,NA,15,23,15,23,31,8,25,17,NA,NA,"2016-06-25-OTT-NY","empire"
"Outlaws",23,21,262,287,NA,NA,15,25,15,25,33,6,23,15,NA,NA,"2016-06-25-OTT-NY","outlaws"
"Express",28,19,268,286,NA,NA,14,18,16,21,29,12,30,21,NA,NA,"2016-06-25-NSH-CHA","express"
"Nightwatch",28,19,306,335,NA,NA,8,29,17,30,38,2,21,10,NA,NA,"2016-06-25-NSH-CHA","nightwatch"
"Union",10,21,407,438,NA,NA,8,31,9,23,38,1,12,5,NA,NA,"2016-06-25-MAD-CHI","union"
"Radicals",10,21,207,226,NA,NA,16,19,10,12,16,11,23,26,NA,NA,"2016-06-25-MAD-CHI","radicals"
"Aviators",20,21,340,360,NA,NA,15,20,15,22,27,6,23,16,NA,NA,"2016-06-25-LA-VAN","aviators"
"Riptide",20,21,235,256,NA,NA,13,21,14,23,31,6,22,12,NA,NA,"2016-06-25-LA-VAN","riptide"
"AlleyCats",22,29,238,264,NA,NA,15,26,15,24,31,14,31,27,NA,NA,"2016-06-25-IND-DET","alleycats"
"Mechanix",22,29,322,354,NA,NA,18,32,14,31,42,8,25,15,NA,NA,"2016-06-25-IND-DET","mechanix"
"Sol",24,26,246,269,NA,NA,11,23,19,27,35,7,28,16,NA,NA,"2016-06-25-AUS-JAX","sol"
"Cannons",24,26,228,250,NA,NA,14,22,17,28,36,7,27,15,NA,NA,"2016-06-25-AUS-JAX","cannons"
"Riptide",23,25,236,266,NA,NA,19,30,15,25,36,10,27,23,NA,NA,"2016-06-19-VAN-SD","riptide"
"Growlers",23,25,280,312,NA,NA,14,32,15,27,38,8,25,19,NA,NA,"2016-06-19-VAN-SD","growlers"
"Phoenix",28,13,53,94,NA,NA,13,41,10,30,42,3,15,12,NA,NA,"2016-06-19-PHI-NY","phoenix"
"Empire",28,13,254,278,NA,NA,20,24,11,15,23,17,30,31,NA,NA,"2016-06-19-PHI-NY","empire"
"Union",29,17,303,342,NA,NA,13,39,14,31,46,3,19,11,NA,NA,"2016-06-19-CHI-IND","union"
"AlleyCats",29,17,211,235,NA,NA,17,24,15,19,26,14,30,29,NA,NA,"2016-06-19-CHI-IND","alleycats"
"Legion",31,21,327,345,NA,NA,17,18,17,23,28,14,33,24,NA,NA,"2016-06-19-ATL-DAL","legion"
"Hustle",31,21,240,267,NA,NA,8,27,17,33,42,4,23,9,NA,NA,"2016-06-19-ATL-DAL","hustle"
"Riptide",31,24,234,258,NA,NA,11,24,21,33,43,3,26,6,NA,NA,"2016-06-18-VAN-LA","riptide"
"Aviators",31,24,329,345,NA,NA,12,16,22,26,29,9,33,21,NA,NA,"2016-06-18-VAN-LA","aviators"
"Spiders",24,25,252,271,NA,NA,12,19,17,27,33,7,26,13,NA,NA,"2016-06-18-SF-SJ","spiders"
"FlameThrowers",24,25,289,308,NA,NA,9,19,18,26,32,7,27,15,NA,NA,"2016-06-18-SF-SJ","flamethrowers"
"Breeze",18,34,265,282,NA,NA,17,17,18,20,28,16,36,25,NA,NA,"2016-06-18-DC-PHI","breeze"
"Phoenix",18,34,291,324,NA,NA,15,33,16,36,44,2,20,10,NA,NA,"2016-06-18-DC-PHI","phoenix"
"Revolution",27,28,268,298,NA,NA,12,30,20,30,39,7,30,20,NA,NA,"2016-06-18-CHI-CIN","revolution"
"Union",27,28,299,328,NA,NA,16,29,19,30,41,9,30,18,NA,NA,"2016-06-18-CHI-CIN","union"
"Cannons",21,19,283,305,NA,NA,10,22,12,21,30,9,24,16,NA,NA,"2016-06-18-CHA-JAX","cannons"
"Express",21,19,211,235,NA,NA,16,24,11,24,30,8,21,17,NA,NA,"2016-06-18-CHA-JAX","express"
"Hustle",29,31,260,290,NA,NA,25,30,21,32,42,10,33,24,NA,NA,"2016-06-18-ATL-AUS","hustle"
"Sol",29,31,349,381,NA,NA,12,32,20,33,44,9,32,19,NA,NA,"2016-06-18-ATL-AUS","sol"
"Wind Chill",16,25,446,479,NA,NA,17,33,10,27,38,6,18,15,NA,NA,"2016-06-17-MAD-MIN","windchill"
"Radicals",16,25,192,218,NA,NA,16,26,12,18,27,13,27,27,NA,NA,"2016-06-17-MAD-MIN","radicals"
"Outlaws",25,13,191,227,NA,NA,19,36,11,15,22,14,27,42,NA,NA,"2016-06-12-PHI-OTT","outlaws"
"Phoenix",25,13,201,251,NA,NA,14,50,10,27,54,3,15,10,NA,NA,"2016-06-12-PHI-OTT","phoenix"
"Aviators",22,27,294,316,NA,NA,17,22,16,24,32,11,29,20,NA,NA,"2016-06-12-LA-SF","aviators"
"FlameThrowers",22,27,247,274,NA,NA,7,27,15,28,36,7,22,14,NA,NA,"2016-06-12-LA-SF","flamethrowers"
"Cascades",27,24,245,265,NA,NA,6,20,17,29,34,7,26,13,NA,NA,"2016-06-11-SEA-VAN","cascades"
"Riptide",27,24,241,259,NA,NA,12,18,18,26,31,9,29,14,NA,NA,"2016-06-11-SEA-VAN","riptide"
"Express",21,29,264,292,NA,NA,12,28,17,31,44,4,23,7,NA,NA,"2016-06-11-RAL-CHA","express"
"Flyers",21,29,307,327,NA,NA,15,20,18,23,25,11,31,26,NA,NA,"2016-06-11-RAL-CHA","flyers"
"Rush",28,6,233,256,NA,NA,24,23,8,8,15,20,30,38,NA,NA,"2016-06-11-PHI-TOR","rush"
"Phoenix",28,6,251,297,NA,NA,9,46,6,30,46,0,8,7,NA,NA,"2016-06-11-PHI-TOR","phoenix"
"Outlaws",21,20,236,261,NA,NA,12,25,15,23,31,5,22,16,NA,NA,"2016-06-11-OTT-MTL","outlaws"
"Royal",21,20,247,271,NA,NA,12,24,15,22,32,6,23,15,NA,NA,"2016-06-11-OTT-MTL","royal"
"Breeze",27,26,310,331,NA,NA,13,21,17,29,34,10,30,19,NA,NA,"2016-06-11-NY-DC","breeze"
"Empire",27,26,322,346,NA,NA,9,24,18,30,38,8,30,13,NA,NA,"2016-06-11-NY-DC","empire"
"Spiders",27,25,311,333,NA,NA,15,22,18,27,34,9,29,17,NA,NA,"2016-06-11-LA-SJ","spiders"
"Aviators",27,25,267,292,NA,NA,14,25,18,29,36,7,27,15,NA,NA,"2016-06-11-LA-SJ","aviators"
"Radicals",37,19,254,269,NA,NA,19,15,18,21,26,19,39,27,NA,NA,"2016-06-11-DET-MAD","radicals"
"Mechanix",37,19,367,398,NA,NA,8,31,17,39,46,2,21,8,NA,NA,"2016-06-11-DET-MAD","mechanix"
"Cannons",21,27,231,253,NA,NA,9,22,18,29,34,3,23,11,NA,NA,"2016-06-11-DAL-JAX","cannons"
"Legion",21,27,248,264,NA,NA,17,16,18,23,31,9,29,15,NA,NA,"2016-06-11-DAL-JAX","legion"
"Thunderbirds",26,22,259,283,NA,NA,13,24,17,24,28,9,28,24,NA,NA,"2016-06-11-CHI-PIT","thunderbirds"
"Union",26,22,221,250,NA,NA,10,29,17,28,43,5,24,10,NA,NA,"2016-06-11-CHI-PIT","union"
"Hustle",24,34,240,252,NA,NA,6,12,21,26,33,13,36,16,NA,NA,"2016-06-11-ATL-NSH","hustle"
"Nightwatch",24,34,294,319,NA,NA,5,25,22,36,41,2,26,9,NA,NA,"2016-06-11-ATL-NSH","nightwatch"
"Wind Chill",31,28,342,367,NA,NA,23,25,19,30,41,12,33,17,NA,NA,"2016-06-10-DET-MIN","windchill"
"Mechanix",31,28,258,288,NA,NA,12,30,19,33,38,9,30,21,NA,NA,"2016-06-10-DET-MIN","mechanix"
"Rush",21,27,257,277,NA,NA,15,20,15,23,29,12,29,20,NA,NA,"2016-06-05-TOR-NY","rush"
"Empire",21,27,244,270,NA,NA,11,26,16,29,36,5,23,13,NA,NA,"2016-06-05-TOR-NY","empire"
"Growlers",22,26,235,259,NA,NA,8,24,14,28,36,8,24,13,NA,NA,"2016-06-05-SJ-SD","growlers"
"Spiders",22,26,313,334,NA,NA,14,21,16,24,29,10,28,20,NA,NA,"2016-06-05-SJ-SD","spiders"
"FlameThrowers",28,25,229,256,NA,NA,11,27,19,28,38,6,26,14,NA,NA,"2016-06-05-SF-SEA","flamethrowers"
"Cascades",28,25,28,51,NA,NA,15,23,20,27,36,8,30,18,NA,NA,"2016-06-05-SF-SEA","cascades"
"Union",15,17,178,222,NA,NA,18,44,10,19,38,5,17,22,NA,NA,"2016-06-05-DET-CHI","union"
"Mechanix",15,17,187,227,NA,NA,14,40,9,17,32,8,20,27,NA,NA,"2016-06-05-DET-CHI","mechanix"
"Express",31,14,180,231,NA,NA,18,51,13,33,56,1,16,9,NA,NA,"2016-06-05-CHA-AUS","express"
"Sol",31,14,261,294,NA,NA,26,33,13,16,25,18,33,42,NA,NA,"2016-06-05-CHA-AUS","sol"
"Rush",28,23,275,296,NA,NA,8,21,19,30,36,4,25,10,NA,NA,"2016-06-04-TOR-DC","rush"
"Breeze",28,23,238,255,NA,NA,12,17,18,25,32,10,30,14,NA,NA,"2016-06-04-TOR-DC","breeze"
"Aviators",27,24,250,267,NA,NA,8,17,19,26,30,8,29,18,NA,NA,"2016-06-04-SJ-LA","aviators"
"Spiders",27,24,276,295,NA,NA,10,19,18,29,36,6,26,10,NA,NA,"2016-06-04-SJ-LA","spiders"
"Riptide",29,27,277,298,NA,NA,13,21,20,29,37,9,31,16,NA,NA,"2016-06-04-SF-VAN","riptide"
"FlameThrowers",29,27,259,282,NA,NA,11,23,19,30,35,8,29,18,NA,NA,"2016-06-04-SF-VAN","flamethrowers"
"Radicals",23,16,232,258,NA,NA,15,26,13,18,26,10,25,25,NA,NA,"2016-06-04-PIT-MAD","radicals"
"Thunderbirds",23,16,328,361,NA,NA,12,33,13,25,38,3,18,13,NA,NA,"2016-06-04-PIT-MAD","thunderbirds"
"Phoenix",17,32,331,362,NA,NA,10,31,15,34,43,2,19,8,NA,NA,"2016-06-04-NY-PHI","phoenix"
"Empire",17,32,292,308,NA,NA,20,16,14,19,23,18,34,27,NA,NA,"2016-06-04-NY-PHI","empire"
"Royal",30,27,213,236,NA,NA,11,23,24,32,40,3,29,13,NA,NA,"2016-06-04-MTL-OTT","royal"
"Outlaws",30,27,304,325,NA,NA,10,21,23,29,37,7,32,15,NA,NA,"2016-06-04-MTL-OTT","outlaws"
"Express",28,18,18,53,NA,NA,14,35,15,30,45,3,20,10,NA,NA,"2016-06-04-CHA-DAL","express"
"Legion",28,18,308,333,NA,NA,15,25,15,20,25,13,30,29,NA,NA,"2016-06-04-CHA-DAL","legion"
"Riptide",27,17,203,233,NA,NA,15,30,14,29,41,3,20,9,NA,NA,"2016-05-29-VAN-SJ","riptide"
"Spiders",27,17,279,300,NA,NA,13,21,15,19,25,12,29,25,NA,NA,"2016-05-29-VAN-SJ","spiders"
"Royal",26,14,201,239,NA,NA,11,38,10,28,43,4,16,9,NA,NA,"2016-05-29-MTL-TOR","royal"
"Rush",26,14,237,261,NA,NA,17,24,9,16,21,17,28,33,NA,NA,"2016-05-29-MTL-TOR","rush"
"Cannons",26,23,258,281,NA,NA,13,23,20,28,35,3,25,14,NA,NA,"2016-05-29-JAX-CHA","cannons"
"Express",26,23,180,199,NA,NA,15,19,19,25,33,7,28,12,NA,NA,"2016-05-29-JAX-CHA","express"
"Breeze",27,22,225,250,NA,NA,11,25,17,29,34,5,24,16,NA,NA,"2016-05-29-DC-OTT","breeze"
"Outlaws",27,22,289,310,NA,NA,16,21,16,24,34,11,29,16,NA,NA,"2016-05-29-DC-OTT","outlaws"
"Legion",23,34,258,274,NA,NA,16,16,20,25,31,14,36,21,NA,NA,"2016-05-29-DAL-NSH","legion"
"Nightwatch",23,34,288,314,NA,NA,4,26,20,36,42,3,25,10,NA,NA,"2016-05-29-DAL-NSH","nightwatch"
"Riptide",30,27,242,266,NA,NA,12,24,24,32,40,3,29,13,NA,NA,"2016-05-28-VAN-SF","riptide"
"FlameThrowers",30,27,254,276,NA,NA,17,22,25,29,40,5,32,16,NA,NA,"2016-05-28-VAN-SF","flamethrowers"
"Rush",20,35,221,242,NA,NA,18,21,20,21,32,15,35,24,NA,NA,"2016-05-28-TOR-OTT","rush"
"Outlaws",20,35,262,298,NA,NA,7,36,19,37,45,1,22,11,NA,NA,"2016-05-28-TOR-OTT","outlaws"
"Aviators",27,26,287,307,NA,NA,10,20,17,29,35,9,28,12,NA,NA,"2016-05-28-LA-SEA","aviators"
"Cascades",27,26,27,45,NA,NA,11,18,19,28,33,8,29,16,NA,NA,"2016-05-28-LA-SEA","cascades"
"Cannons",25,24,258,278,NA,NA,11,20,17,27,34,7,26,14,NA,NA,"2016-05-28-JAX-RAL","cannons"
"Flyers",25,24,279,300,NA,NA,14,21,16,26,31,9,27,17,NA,NA,"2016-05-28-JAX-RAL","flyers"
"AlleyCats",19,17,268,292,NA,NA,7,24,11,21,29,6,19,14,NA,NA,"2016-05-28-IND-CHI","alleycats"
"Union",19,17,324,346,NA,NA,10,22,10,19,26,9,21,18,NA,NA,"2016-05-28-IND-CHI","union"
"Breeze",27,22,207,238,NA,NA,16,31,16,29,45,6,24,10,NA,NA,"2016-05-28-DC-MTL","breeze"
"Royal",27,22,312,339,NA,NA,14,27,15,24,28,12,29,28,NA,NA,"2016-05-28-DC-MTL","royal"
"Hustle",20,26,252,279,NA,NA,16,27,16,28,36,4,22,14,NA,NA,"2016-05-28-DAL-ATL","hustle"
"Legion",20,26,238,260,NA,NA,16,22,17,22,32,9,28,19,NA,NA,"2016-05-28-DAL-ATL","legion"
"Revolution",23,19,218,249,NA,NA,9,31,18,25,37,1,21,14,NA,NA,"2016-05-28-CIN-DET","revolution"
"Mechanix",23,19,265,290,NA,NA,13,25,19,21,33,4,26,18,NA,NA,"2016-05-28-CIN-DET","mechanix"
"Wind Chill",36,15,374,413,NA,NA,10,39,13,38,51,2,17,7,NA,NA,"2016-05-27-MIN-MAD","windchill"
"Radicals",36,15,237,257,NA,NA,25,20,14,17,22,22,38,36,NA,NA,"2016-05-27-MIN-MAD","radicals"
"Revolution",24,28,257,282,NA,NA,15,25,21,30,41,3,26,11,NA,NA,"2016-05-27-IND-CIN","revolution"
"AlleyCats",24,28,301,323,NA,NA,14,22,22,26,35,6,30,18,NA,NA,"2016-05-27-IND-CIN","alleycats"
"Thunderbirds",24,27,234,270,NA,NA,21,36,17,26,37,10,29,29,NA,NA,"2016-05-22-PIT-MIN","thunderbirds"
"Wind Chill",24,27,207,245,NA,NA,25,38,16,29,46,8,26,19,NA,NA,"2016-05-22-PIT-MIN","windchill"
"Legion",33,15,231,251,NA,NA,18,20,16,17,23,17,35,30,NA,NA,"2016-05-22-NSH-DAL","legion"
"Nightwatch",33,15,210,246,NA,NA,11,36,14,35,47,1,17,7,NA,NA,"2016-05-22-NSH-DAL","nightwatch"
"Breeze",28,14,249,268,NA,NA,17,19,11,16,21,17,30,28,NA,NA,"2016-05-22-MTL-DC","breeze"
"Royal",28,14,263,297,NA,NA,6,34,11,30,42,3,16,8,NA,NA,"2016-05-22-MTL-DC","royal"
"Spiders",22,20,218,247,NA,NA,15,29,17,24,38,3,22,12,NA,NA,"2016-05-21-SJ-VAN","spiders"
"Riptide",22,20,242,269,NA,NA,19,27,16,22,31,6,24,21,NA,NA,"2016-05-21-SJ-VAN","riptide"
"Express",14,23,228,256,NA,NA,6,28,11,24,34,3,16,9,NA,NA,"2016-05-21-RAL-CHA","express"
"Flyers",14,23,266,284,NA,NA,14,18,10,16,22,13,25,22,NA,NA,"2016-05-21-RAL-CHA","flyers"
"Thunderbirds",23,24,228,252,NA,NA,14,24,18,25,36,6,26,16,NA,NA,"2016-05-21-PIT-CHI","thunderbirds"
"Union",23,24,259,286,NA,NA,10,27,17,26,33,6,25,17,NA,NA,"2016-05-21-PIT-CHI","union"
"Rush",30,24,196,221,NA,NA,18,25,19,26,38,11,32,20,NA,NA,"2016-05-21-OTT-TOR","rush"
"Outlaws",30,24,240,274,NA,NA,12,34,19,32,41,5,26,17,NA,NA,"2016-05-21-OTT-TOR","outlaws"
"Sol",37,25,287,308,NA,NA,15,21,21,27,33,16,39,27,NA,NA,"2016-05-21-NSH-AUS","sol"
"Nightwatch",37,25,243,276,NA,NA,9,33,20,39,49,5,27,11,NA,NA,"2016-05-21-NSH-AUS","nightwatch"
"Phoenix",18,21,254,284,NA,NA,16,30,11,23,30,7,20,20,NA,NA,"2016-05-21-MTL-PHI","phoenix"
"Royal",18,21,251,278,NA,NA,10,27,11,20,33,10,23,18,NA,NA,"2016-05-21-MTL-PHI","royal"
"Aviators",18,26,270,289,NA,NA,15,19,14,20,22,11,27,25,NA,NA,"2016-05-21-LA-SD","aviators"
"Growlers",18,26,263,291,NA,NA,10,28,15,28,41,3,20,6,NA,NA,"2016-05-21-LA-SD","growlers"
"AlleyCats",29,24,260,286,NA,NA,14,26,18,26,35,11,31,21,NA,NA,"2016-05-21-DET-IND","alleycats"
"Mechanix",29,24,277,307,NA,NA,10,30,18,31,39,6,26,17,NA,NA,"2016-05-21-DET-IND","mechanix"
"Empire",14,15,222,249,NA,NA,12,27,9,17,25,5,16,18,NA,NA,"2016-05-21-DC-NY","empire"
"Breeze",14,15,237,263,NA,NA,12,26,10,16,28,5,17,14,NA,NA,"2016-05-21-DC-NY","breeze"
"Revolution",36,23,311,343,NA,NA,11,32,19,38,48,4,25,10,NA,NA,"2016-05-21-CIN-MAD","revolution"
"Radicals",36,23,267,283,NA,NA,18,16,18,25,30,18,38,25,NA,NA,"2016-05-21-CIN-MAD","radicals"
"Cannons",29,24,258,277,NA,NA,17,19,21,26,32,8,31,19,NA,NA,"2016-05-21-ATL-JAX","cannons"
"Hustle",29,24,223,248,NA,NA,9,25,21,31,42,3,26,10,NA,NA,"2016-05-21-ATL-JAX","hustle"
"Spiders",27,17,222,252,NA,NA,12,30,13,29,37,4,19,11,NA,NA,"2016-05-20-SJ-SEA","spiders"
"Cascades",27,17,28,46,NA,NA,19,18,12,19,24,15,29,24,NA,NA,"2016-05-20-SJ-SEA","cascades"
"Empire",12,17,187,237,NA,NA,20,50,10,14,30,7,19,39,NA,NA,"2016-05-15-NY-MTL","empire"
"Royal",12,17,150,203,NA,NA,25,53,9,19,49,3,14,19,NA,NA,"2016-05-15-NY-MTL","royal"
"Hustle",22,23,259,297,NA,NA,16,38,15,26,37,7,25,27,NA,NA,"2016-05-15-AUS-ATL","hustle"
"Sol",22,23,279,318,NA,NA,26,39,14,25,45,9,26,21,NA,NA,"2016-05-15-AUS-ATL","sol"
"Riptide",18,22,237,265,NA,NA,11,28,14,24,35,4,20,13,NA,NA,"2016-05-14-SF-VAN","riptide"
"FlameThrowers",18,22,248,271,NA,NA,14,23,14,21,29,8,24,19,NA,NA,"2016-05-14-SF-VAN","flamethrowers"
"Cascades",26,27,323,350,NA,NA,12,27,19,28,38,8,29,18,NA,NA,"2016-05-14-SEA-SJ","cascades"
"Spiders",26,27,201,229,NA,NA,14,28,19,29,38,7,28,18,NA,NA,"2016-05-14-SEA-SJ","spiders"
"Flyers",25,24,220,248,NA,NA,14,28,17,28,37,7,27,21,NA,NA,"2016-05-14-RAL-JAX","flyers"
"Cannons",25,24,261,289,NA,NA,13,28,18,27,40,7,28,16,NA,NA,"2016-05-14-RAL-JAX","cannons"
"AlleyCats",31,23,289,312,NA,NA,21,23,18,25,36,13,33,20,NA,NA,"2016-05-14-PIT-IND","alleycats"
"Thunderbirds",31,23,231,261,NA,NA,9,30,18,33,39,5,25,15,NA,NA,"2016-05-14-PIT-IND","thunderbirds"
"Empire",22,14,184,227,NA,NA,18,43,12,24,40,2,16,20,NA,NA,"2016-05-14-NY-TOR","empire"
"Rush",22,14,230,264,NA,NA,16,34,14,16,34,8,24,25,NA,NA,"2016-05-14-NY-TOR","rush"
"Radicals",13,26,193,222,NA,NA,16,29,13,15,27,13,28,31,NA,NA,"2016-05-14-MAD-DET","radicals"
"Mechanix",13,26,288,331,NA,NA,9,43,13,28,45,0,15,12,NA,NA,"2016-05-14-MAD-DET","mechanix"
"Phoenix",15,24,282,312,NA,NA,7,30,15,26,35,0,17,12,NA,NA,"2016-05-14-DC-PHI","phoenix"
"Breeze",15,24,230,250,NA,NA,13,20,16,17,28,8,26,18,NA,NA,"2016-05-14-DC-PHI","breeze"
"Wind Chill",26,23,258,280,NA,NA,17,22,19,25,31,7,28,20,NA,NA,"2016-05-14-CHI-MIN","windchill"
"Union",26,23,173,186,NA,NA,3,13,12,16,21,3,16,7,NA,NA,"2016-05-14-CHI-MIN","union"
"Sol",22,29,315,331,NA,NA,13,16,21,24,29,8,31,17,NA,NA,"2016-05-14-AUS-NSH","sol"
"Nightwatch",22,29,221,243,NA,NA,9,22,21,31,40,1,24,7,NA,NA,"2016-05-14-AUS-NSH","nightwatch"
